
id_venta;id_prod;id_cliente ;id_territorio;cod_pago ;id_vendedor ;fecha_venta;fecha_entrega;fecha_pago ;valor_unidad;cantidad ;costos _directos ;costos_indirectos 
1527;92;87;7;104;33;25 06 2018;10 07 2018;20 07 2018;362;29;5249;3149,4
1528;87;272;17;106;104;27 07 2018;27 07 2018;26 08 2018;740;52;15392;9235,2
1529;61;236;2;105;104;3 09 2018;30 09 2018;28 10 2018;175;22;1925;1155
1530;91;199;13;102;105;7 02 2018;8 03 2018;19 03 2018;307;120;18420;9210
1531;3;53;2;106;1;16 10 2018;14 11 2018;29 11 2018;577;10;2885;1442,5
1532;63;103;17;104;13;13 09 2018;1 10 2018;4 10 2018;904;45;20340;10170
1533;34;212;10;101;44;12 10 2019;17 10 2019;18 10 2019;123;43;2644,5;1322,25
1534;24;172;4;102;76;24 04 2018;11 05 2018;14 05 2018;596;33;9834;4917
1535;8;191;16;101;56;1 02 2019;3 03 2019;5 03 2019;916;107;49006;29403,6
1536;8;44;8;106;67;9 06 2019;20 06 2019;7 07 2019;21;52;546;218,4
1537;42;35;13;105;31;26 02 2019;11 03 2019;7 04 2019;958;58;22225,6;11112,8
1538;25;46;15;101;10;16 02 2018;7 03 2018;25 03 2018;586;99;29007;11602,8
1539;42;257;16;105;61;15 03 2018;29 03 2018;12 04 2018;496;107;26536;15921,6
1540;4;203;5;102;103;3 12 2019;3 12 2019;4 12 2019;612;58;14198,4;7099,2
1541;6;298;10;102;26;18 03 2019;31 03 2019;7 04 2019;187;83;6208,4;3725,04
1542;77;189;9;103;85;26 02 2018;9 03 2018;3 04 2018;393;80;12576;7545,6
1543;47;323;4;106;87;9 08 2019;25 08 2019;31 08 2019;250;35;4375;2187,5
1544;60;133;8;106;25;7 09 2019;1 10 2019;31 10 2019;710;31;8804;4402
1545;84;208;7;106;66;29 06 2018;21 07 2018;25 07 2018;963;117;56335,5;28167,75
1546;34;184;17;104;99;16 02 2018;28 02 2018;4 03 2018;761;25;9512,5;3805
1547;42;306;18;103;69;5 03 2018;10 03 2018;14 03 2018;713;89;31728,5;12691,4
1548;90;237;18;101;78;15 07 2019;13 08 2019;3 09 2019;893;88;31433,6;18860,16
1549;5;267;3;105;31;8 10 2018;31 10 2018;10 11 2018;285;70;9975;3990
1550;47;205;5;101;72;3 10 2019;8 10 2019;29 10 2019;202;50;4040;1616
1551;76;190;2;104;98;31 07 2019;15 08 2019;4 09 2019;313;49;7668,5;4601,1
1552;46;178;7;103;24;26 09 2018;3 10 2018;22 10 2018;215;100;8600;5160
1553;24;323;2;106;3;24 04 2018;24 05 2018;12 06 2018;536;48;12864;5145,6
1554;70;103;20;103;51;13 08 2018;25 08 2018;6 09 2018;511;38;7767,2;4660,32
1555;53;190;12;104;28;19 06 2019;9 07 2019;9 07 2019;968;25;12100;4840
1556;61;32;8;106;75;21 12 2019;9 01 2020;13 01 2020;388;57;11058;6634,8
1557;84;251;10;104;100;25 10 2019;5 11 2019;30 11 2019;376;17;3196;1917,6
1558;69;199;11;101;67;3 09 2018;4 09 2018;6 09 2018;993;119;59083,5;23633,4
1559;6;117;5;102;82;2 11 2018;6 11 2018;14 11 2018;39;95;1852,5;741
1560;18;262;15;103;40;22 08 2019;27 08 2019;5 09 2019;244;64;6246,4;3123,2
1561;87;151;15;105;13;8 12 2018;15 12 2018;5 01 2019;687;59;16213,2;9727,92
1562;34;247;19;106;80;25 11 2018;29 11 2018;4 12 2018;315;17;2142;856,8
1563;68;55;3;103;31;23 10 2019;4 11 2019;11 11 2019;216;9;972;388,8
1564;84;249;10;101;33;8 08 2019;28 08 2019;4 09 2019;187;32;2992;1795,2
1565;1;112;10;103;36;13 12 2019;4 01 2020;9 01 2020;601;54;12981,6;6490,8
1566;65;179;11;103;47;20 12 2019;9 01 2020;7 02 2020;282;99;11167,2;6700,32
1567;3;15;18;106;85;30 10 2019;12 11 2019;3 12 2019;781;27;8434,8;5060,88
1568;90;189;17;105;23;2 08 2019;27 08 2019;8 09 2019;562;80;22480;11240
1569;2;7;1;104;104;16 09 2018;8 10 2018;26 10 2018;623;115;28658;11463,2
1570;23;99;12;101;31;29 08 2019;11 09 2019;14 09 2019;233;44;5126;2050,4
1571;31;306;19;101;8;25 10 2018;4 11 2018;10 11 2018;584;7;1635,2;981,12
1572;71;170;8;103;27;13 06 2018;19 06 2018;2 07 2018;185;74;6845;2738
1573;68;10;8;104;33;13 05 2019;14 05 2019;4 06 2019;218;65;5668;2267,2
1574;29;128;11;103;21;20 11 2019;27 11 2019;27 11 2019;714;49;17493;6997,2
1575;6;238;3;103;34;6 06 2018;27 06 2018;27 07 2018;790;73;28835;11534
1576;17;108;9;102;34;3 06 2019;4 06 2019;16 06 2019;113;45;2542,5;1017
1577;86;209;13;105;98;2 11 2019;19 11 2019;29 11 2019;902;8;2886,4;1154,56
1578;38;163;7;101;28;10 04 2019;10 04 2019;19 04 2019;367;42;7707;3853,5
1579;48;272;7;105;101;15 05 2018;4 06 2018;24 06 2018;603;46;13869;5547,6
1580;90;227;8;104;23;18 01 2018;21 01 2018;25 01 2018;103;115;5922,5;2961,25
1581;58;242;19;103;20;1 11 2018;1 11 2018;28 11 2018;452;56;12656;7593,6
1582;19;193;11;101;30;8 07 2018;23 07 2018;12 08 2018;20;39;390;156
1583;51;146;15;101;30;22 03 2018;31 03 2018;31 03 2018;431;108;18619,2;11171,52
1584;83;180;6;103;97;30 05 2018;11 06 2018;14 06 2018;489;32;6259,2;3755,52
1585;52;125;1;104;95;13 12 2019;9 01 2020;19 01 2020;804;39;15678;7839
1586;19;228;7;101;49;26 10 2019;5 11 2019;6 11 2019;417;43;8965,5;4482,75
1587;69;25;19;105;53;11 08 2019;24 08 2019;10 09 2019;15;34;255;102
1588;19;159;7;106;45;19 05 2018;31 05 2018;15 06 2018;239;7;836,5;501,9
1589;90;282;6;105;103;28 12 2019;3 01 2020;22 01 2020;843;19;6406,8;2562,72
1590;55;315;8;103;72;29 04 2018;4 05 2018;15 05 2018;15;38;228;136,8
1591;39;249;14;103;4;15 11 2019;8 12 2019;19 12 2019;67;64;2144;857,6
1592;75;39;3;101;19;3 08 2018;22 08 2018;4 09 2018;284;118;16756;10053,6
1593;4;115;6;101;48;6 07 2019;21 07 2019;2 08 2019;641;107;27434,8;10973,92
1594;74;70;7;101;82;16 11 2019;7 12 2019;23 12 2019;737;91;33533,5;20120,1
1595;47;207;3;103;78;20 09 2019;21 09 2019;2 10 2019;882;78;34398;17199
1596;35;197;2;102;9;6 11 2019;13 11 2019;24 11 2019;607;50;15175;9105
1597;51;334;14;103;60;19 08 2018;10 09 2018;23 09 2018;844;12;4051,2;2430,72
1598;31;123;14;103;36;2 08 2019;8 08 2019;30 08 2019;363;17;3085,5;1542,75
1599;39;122;1;106;52;4 07 2019;26 07 2019;16 08 2019;561;77;21598,5;12959,1
1600;17;33;19;105;16;23 11 2019;30 11 2019;22 12 2019;431;26;4482,4;1792,96
1601;8;298;20;104;5;13 06 2018;23 06 2018;29 06 2018;980;82;32144;19286,4
1602;66;98;17;104;98;24 01 2018;24 01 2018;17 02 2018;70;77;2695;1617
1603;39;104;20;103;61;13 07 2018;13 07 2018;25 07 2018;82;51;2091;1254,6
1604;2;129;18;106;24;18 02 2018;9 03 2018;6 04 2018;310;106;16430;9858
1605;41;127;2;101;46;20 08 2018;3 09 2018;20 09 2018;332;107;14209,6;8525,76
1606;67;299;20;104;9;15 06 2018;1 07 2018;28 07 2018;725;79;22910;9164
1607;70;251;10;102;6;5 07 2018;7 07 2018;18 07 2018;989;114;45098,4;22549,2
1608;46;79;18;103;72;27 07 2019;20 08 2019;2 09 2019;362;67;9701,6;3880,64
1609;2;140;12;101;78;2 02 2019;6 02 2019;5 03 2019;409;31;6339,5;3169,75
1610;15;152;10;102;10;1 02 2019;19 02 2019;19 02 2019;74;42;1243,2;745,92
1611;89;27;1;105;84;29 07 2019;1 08 2019;5 08 2019;753;84;25300,8;10120,32
1612;2;215;19;106;103;13 09 2019;19 09 2019;1 10 2019;692;110;30448;18268,8
1613;15;83;8;104;49;29 06 2019;11 07 2019;6 08 2019;535;80;17120;10272
1614;33;177;3;103;59;1 08 2018;6 08 2018;24 08 2018;352;61;8588,8;5153,28
1615;71;126;6;102;73;5 02 2019;7 02 2019;13 02 2019;428;8;1369,6;821,76
1616;25;232;15;105;44;17 12 2019;5 01 2020;11 01 2020;67;50;1675;670
1617;14;209;5;106;87;20 02 2018;19 03 2018;5 04 2018;215;97;10427,5;6256,5
1618;69;289;2;105;48;19 09 2018;3 10 2018;22 10 2018;554;51;14127;7063,5
1619;40;42;3;103;34;12 01 2018;12 01 2018;20 01 2018;353;70;9884;4942
1620;22;85;13;102;105;14 03 2019;18 03 2019;25 03 2019;659;22;5799,2;3479,52
1621;11;123;15;103;57;7 08 2019;20 08 2019;28 08 2019;86;60;2064;1238,4
1622;78;211;1;101;56;21 09 2018;30 09 2018;7 10 2018;358;93;13317,6;5327,04
1623;70;243;20;104;105;31 01 2018;5 02 2018;28 02 2018;666;102;33966;16983
1624;73;82;19;104;25;27 06 2018;27 07 2018;10 08 2018;877;22;9647;5788,2
1625;46;138;6;106;68;16 04 2019;16 04 2019;17 04 2019;417;34;5671,2;2835,6
1626;89;336;12;105;49;7 03 2019;31 03 2019;16 04 2019;446;66;14718;8830,8
1627;18;148;7;106;14;20 01 2018;15 02 2018;16 03 2018;177;87;6159,6;3695,76
1628;4;60;18;102;73;4 11 2019;22 11 2019;28 11 2019;252;6;756;378
1629;68;29;16;102;44;22 06 2018;8 07 2018;26 07 2018;796;109;34705,6;13882,24
1630;67;100;18;104;74;5 04 2019;5 04 2019;17 04 2019;788;56;17651,2;10590,72
1631;16;181;16;106;1;15 09 2019;20 09 2019;21 09 2019;251;77;7730,8;3865,4
1632;27;196;18;105;22;24 08 2019;12 09 2019;3 10 2019;375;100;18750;11250
1633;92;170;17;103;6;23 04 2019;18 05 2019;5 06 2019;609;44;13398;8038,8
1634;92;261;15;102;57;25 03 2019;6 04 2019;29 04 2019;567;67;18994,5;9497,25
1635;77;288;20;102;78;13 08 2019;21 08 2019;28 08 2019;850;88;37400;14960
1636;78;153;20;101;8;5 09 2019;4 10 2019;30 10 2019;209;80;8360;4180
1637;92;194;9;106;86;16 09 2018;2 10 2018;1 11 2018;127;5;317,5;127
1638;21;171;2;105;30;18 07 2018;31 07 2018;20 08 2018;824;94;38728;23236,8
1639;76;256;11;106;4;15 05 2018;31 05 2018;23 06 2018;86;92;3164,8;1582,4
1640;21;242;9;106;19;13 06 2019;15 06 2019;26 06 2019;622;80;24880;14928
1641;4;322;10;102;83;28 11 2019;8 12 2019;12 12 2019;921;93;42826,5;21413,25
1642;79;103;5;101;47;31 01 2019;4 02 2019;9 02 2019;436;21;3662,4;2197,44
1643;12;148;10;105;12;11 01 2019;23 01 2019;25 01 2019;883;37;16335,5;9801,3
1644;28;231;13;106;28;27 03 2018;14 04 2018;6 05 2018;196;96;7526,4;3010,56
1645;68;228;10;106;70;2 12 2018;31 12 2018;28 01 2019;269;5;538;215,2
1646;53;150;5;105;103;29 10 2018;18 11 2018;8 12 2018;884;119;42078,4;25247,04
1647;37;302;9;103;25;25 02 2019;4 03 2019;22 03 2019;130;14;728;364
1648;44;237;1;101;102;25 06 2019;28 06 2019;19 07 2019;856;56;23968;14380,8
1649;22;172;2;106;89;10 07 2018;7 08 2018;18 08 2018;319;99;15790,5;7895,25
1650;24;180;14;103;67;18 10 2019;22 10 2019;2 11 2019;77;76;2926;1755,6
1651;93;27;6;101;19;1 02 2019;12 02 2019;2 03 2019;341;16;2182,4;872,96
1652;41;162;3;103;31;13 11 2018;19 11 2018;4 12 2018;425;36;7650;3060
1653;12;256;15;105;7;18 04 2019;29 04 2019;19 05 2019;110;75;3300;1650
1654;96;265;7;104;60;12 10 2018;26 10 2018;12 11 2018;604;9;2174,4;869,76
1655;58;250;11;101;60;11 08 2018;17 08 2018;12 09 2018;814;7;2279,2;1367,52
1656;30;193;6;103;77;26 04 2019;9 05 2019;16 05 2019;24;14;168;100,8
1657;80;137;18;105;68;18 02 2018;9 03 2018;11 03 2018;635;54;17145;6858
1658;2;306;1;104;104;10 10 2018;11 10 2018;22 10 2018;651;69;22459,5;8983,8
1659;33;26;12;106;84;17 05 2018;9 06 2018;21 06 2018;185;12;888;355,2
1660;28;226;12;102;40;30 10 2019;19 11 2019;29 11 2019;978;43;16821,6;6728,64
1661;95;55;3;104;37;9 12 2019;14 12 2019;22 12 2019;869;81;35194,5;14077,8
1662;70;91;4;102;71;19 02 2018;14 03 2018;20 03 2018;776;101;31350,4;18810,24
1663;41;102;11;102;97;21 02 2018;8 03 2018;3 04 2018;276;8;883,2;441,6
1664;70;279;8;106;8;23 07 2018;3 08 2018;12 08 2018;951;29;13789,5;8273,7
1665;1;32;14;102;38;26 09 2019;17 10 2019;31 10 2019;881;60;26430;15858
1666;45;181;10;104;84;15 11 2019;22 11 2019;15 12 2019;116;15;696;278,4
1667;27;116;16;106;93;16 12 2018;27 12 2018;10 01 2019;348;84;14616;7308
1668;84;1;14;103;56;6 03 2018;9 03 2018;1 04 2018;676;19;6422;3853,2
1669;14;11;16;106;71;18 05 2018;15 06 2018;16 06 2018;113;112;6328;2531,2
1670;31;6;13;104;16;30 11 2019;22 12 2019;17 01 2020;527;51;13438,5;5375,4
1671;29;132;18;101;54;3 03 2019;18 03 2019;12 04 2019;291;115;13386;8031,6
1672;78;111;13;106;101;28 05 2018;24 06 2018;21 07 2018;933;91;42451,5;21225,75
1673;88;143;18;104;70;1 04 2019;19 04 2019;30 04 2019;80;14;560;336
1674;81;141;2;106;35;29 11 2018;8 12 2018;8 12 2018;98;6;235,2;117,6
1675;78;233;10;106;70;3 07 2018;6 07 2018;13 07 2018;532;61;12980,8;7788,48
1676;42;141;19;102;26;22 06 2019;16 07 2019;6 08 2019;343;19;2606,8;1303,4
1677;70;94;12;101;53;29 08 2019;13 09 2019;3 10 2019;212;64;5427,2;2170,88
1678;76;226;5;102;24;25 03 2019;30 03 2019;28 04 2019;720;28;8064;4032
1679;1;35;20;106;3;28 09 2019;5 10 2019;1 11 2019;608;20;4864;2432
1680;18;333;6;106;71;17 08 2018;11 09 2018;18 09 2018;181;12;868,8;347,52
1681;85;96;13;105;39;18 12 2018;10 01 2019;26 01 2019;196;86;6742,4;2696,96
1682;75;260;5;106;86;3 06 2019;24 06 2019;28 06 2019;665;92;30590;15295
1683;46;253;15;102;24;7 11 2018;21 11 2018;21 11 2018;598;99;29601;11840,4
1684;43;257;4;101;50;6 03 2019;9 03 2019;10 03 2019;166;67;5561;2224,4
1685;32;266;10;103;67;23 03 2019;6 04 2019;2 05 2019;974;110;53570;32142
1686;76;96;18;106;12;8 02 2019;23 02 2019;4 03 2019;140;74;5180;2072
1687;20;313;3;102;56;7 02 2018;20 02 2018;21 03 2018;409;10;1636;654,4
1688;59;103;6;104;80;5 08 2019;3 09 2019;7 09 2019;454;65;14755;7377,5
1689;33;56;7;103;29;21 01 2018;28 01 2018;13 02 2018;277;107;11855,6;5927,8
1690;16;79;7;106;59;1 09 2019;16 09 2019;13 10 2019;117;88;5148;2574
1691;11;324;14;103;41;25 12 2019;13 01 2020;23 01 2020;386;37;5712,8;2285,12
1692;16;217;20;101;37;21 12 2019;9 01 2020;9 01 2020;141;19;1071,6;535,8
1693;57;76;19;102;103;17 11 2018;16 12 2018;7 01 2019;585;84;19656;11793,6
1694;43;243;18;106;98;6 06 2018;16 06 2018;13 07 2018;242;13;1573;629,2
1695;94;9;18;101;34;11 10 2019;26 10 2019;21 11 2019;312;22;2745,6;1647,36
1696;43;324;4;103;14;5 11 2019;28 11 2019;11 12 2019;434;111;19269,6;7707,84
1697;24;22;20;102;5;15 10 2019;14 11 2019;16 11 2019;848;44;18656;7462,4
1698;55;225;10;104;37;22 08 2018;17 09 2018;18 09 2018;553;81;17917,2;7166,88
1699;72;154;16;103;21;16 04 2019;5 05 2019;9 05 2019;52;20;416;249,6
1700;5;228;4;105;94;27 03 2019;30 03 2019;10 04 2019;194;119;9234,4;5540,64
1701;82;190;2;104;76;4 12 2019;16 12 2019;14 01 2020;604;34;10268;4107,2
1702;34;1;12;105;55;30 09 2019;7 10 2019;6 11 2019;114;2;114;68,4
1703;36;17;1;103;36;16 11 2019;7 12 2019;26 12 2019;986;102;50286;25143
1704;90;98;17;101;80;16 10 2018;18 10 2018;28 10 2018;215;103;11072,5;5536,25
1705;2;65;12;105;80;1 03 2018;2 03 2018;19 03 2018;945;40;15120;9072
1706;50;95;9;102;19;8 02 2019;10 03 2019;7 04 2019;739;27;7981,2;3990,6
1707;77;173;19;106;29;2 03 2019;14 03 2019;13 04 2019;838;2;670,4;402,24
1708;43;68;4;106;97;23 12 2018;27 12 2018;21 01 2019;188;10;940;470
1709;31;59;2;104;36;30 05 2018;19 06 2018;13 07 2018;146;83;4847,2;2908,32
1710;77;24;14;104;96;4 10 2018;16 10 2018;31 10 2018;100;72;2880;1152
1711;90;269;3;101;77;10 05 2019;19 05 2019;14 06 2019;333;67;11155,5;5577,75
1712;54;137;4;102;67;11 12 2018;6 01 2019;17 01 2019;43;62;1066,4;533,2
1713;58;45;4;101;30;23 05 2018;23 05 2018;13 06 2018;540;112;24192;14515,2
1714;26;152;19;102;31;24 04 2018;12 05 2018;21 05 2018;387;67;10371,6;6222,96
1715;12;18;17;102;92;16 02 2019;11 03 2019;12 03 2019;472;115;21712;13027,2
1716;36;295;19;104;83;9 01 2018;25 01 2018;20 02 2018;344;49;6742,4;4045,44
1717;83;189;18;102;75;25 11 2019;27 11 2019;22 12 2019;348;11;1914;765,6
1718;81;178;6;105;101;13 06 2018;19 06 2018;23 06 2018;486;107;26001;10400,4
1719;29;204;1;105;27;17 03 2018;9 04 2018;10 04 2018;170;66;4488;2692,8
1720;19;227;19;102;48;8 03 2019;5 04 2019;15 04 2019;517;29;5997,2;3598,32
1721;53;249;15;102;4;8 05 2019;11 05 2019;16 05 2019;996;78;31075,2;15537,6
1722;78;191;10;101;6;4 05 2019;18 05 2019;21 05 2019;49;85;1666;833
1723;46;5;6;105;90;29 03 2018;16 04 2018;23 04 2018;750;107;40125;20062,5
1724;26;209;15;101;84;4 12 2018;24 12 2018;11 01 2019;540;109;23544;9417,6
1725;26;258;17;101;19;30 06 2018;3 07 2018;15 07 2018;542;16;4336;2168
1726;70;87;10;102;53;24 08 2018;9 09 2018;6 10 2018;837;1;334,8;167,4
1727;50;159;14;102;90;15 01 2018;27 01 2018;7 02 2018;10;88;440;264
1728;17;285;16;105;27;9 01 2019;15 01 2019;8 02 2019;609;105;31972,5;19183,5
1729;27;41;4;103;102;20 07 2018;4 08 2018;11 08 2018;18;110;990;396
1730;34;163;4;102;84;23 03 2019;24 03 2019;12 04 2019;450;72;16200;6480
1731;32;93;9;101;2;29 10 2019;25 11 2019;12 12 2019;400;61;9760;5856
1732;14;158;18;101;88;11 07 2018;22 07 2018;15 08 2018;895;46;16468;6587,2
1733;41;228;7;104;34;22 10 2018;12 11 2018;22 11 2018;443;14;3101;1860,6
1734;33;331;9;103;23;12 06 2018;7 07 2018;22 07 2018;662;96;31776;19065,6
1735;18;131;1;104;57;17 12 2018;4 01 2019;5 01 2019;444;110;19536;9768
1736;45;271;19;106;76;12 09 2019;22 09 2019;20 10 2019;425;47;7990;4794
1737;52;75;3;101;11;14 11 2019;21 11 2019;24 11 2019;637;90;22932;13759,2
1738;24;296;4;101;90;19 02 2019;5 03 2019;24 03 2019;849;101;34299,6;17149,8
1739;26;303;15;105;93;9 07 2019;7 08 2019;9 08 2019;163;113;7367,6;4420,56
1740;3;237;18;101;46;24 09 2018;21 10 2018;11 11 2018;64;56;1433,6;716,8
1741;3;16;12;106;43;29 12 2019;31 12 2019;19 01 2020;256;15;1920;960
1742;35;193;8;101;17;1 04 2018;5 04 2018;18 04 2018;880;31;13640;6820
1743;3;226;13;101;96;21 04 2018;15 05 2018;2 06 2018;796;22;8756;4378
1744;69;46;14;101;96;15 12 2019;31 12 2019;11 01 2020;762;116;35356,8;17678,4
1745;50;115;14;102;97;19 05 2018;14 06 2018;18 06 2018;174;66;4593,6;2756,16
1746;8;161;6;106;94;22 06 2019;27 06 2019;23 07 2019;84;81;2721,6;1088,64
1747;35;185;3;101;21;16 01 2019;18 01 2019;7 02 2019;121;105;6352,5;3176,25
1748;47;15;6;106;31;8 10 2018;20 10 2018;22 10 2018;916;18;6595,2;2638,08
1749;74;221;16;101;19;2 04 2018;22 04 2018;16 05 2018;267;2;213,6;85,44
1750;32;229;12;103;64;9 02 2018;12 02 2018;21 02 2018;289;118;17051;6820,4
1751;94;120;15;102;53;21 02 2018;4 03 2018;22 03 2018;590;55;16225;6490
1752;29;184;11;105;32;6 09 2019;24 09 2019;14 10 2019;684;105;35910;14364
1753;49;314;12;104;57;7 03 2018;19 03 2018;21 03 2018;766;12;3676,8;2206,08
1754;4;122;12;106;49;13 08 2019;29 08 2019;30 08 2019;495;66;16335;6534
1755;46;153;20;103;84;6 04 2019;25 04 2019;14 05 2019;241;7;843,5;506,1
1756;46;51;8;103;19;11 06 2018;7 07 2018;6 08 2018;189;36;3402;1360,8
1757;76;203;13;104;10;22 11 2018;19 12 2018;12 01 2019;366;12;1756,8;1054,08
1758;12;127;4;101;36;6 05 2019;3 06 2019;4 06 2019;823;59;19422,8;7769,12
1759;76;263;10;102;23;4 09 2018;2 10 2018;9 10 2018;160;74;4736;2368
1760;29;209;11;102;80;23 10 2018;30 10 2018;18 11 2018;918;55;25245;15147
1761;44;11;3;101;9;12 06 2018;17 06 2018;27 06 2018;351;5;877,5;351
1762;12;226;13;101;104;24 09 2018;14 10 2018;16 10 2018;174;33;2296,8;1148,4
